# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,6.0,2.9110911889086752,-179.99913822804012,0,22.0,0.002438865849595703,180.0,0.0,0.0
 0.033102510163238404,5.987946462031183,2.9110910076143264,-179.99913822804012,0.728255223591245,22.000000000000004,0.002438865849595703,180.0,0.12246004364171285,0.0
 0.04691732354601244,5.975786412277507,2.9110904656702568,-179.99744646539037,1.032181118012274,22.000000000000014,0.0023566900352078994,180.0,0.1545536416506054,0.0
 0.05758732742405773,5.963520696968134,2.9110895659849314,-179.9957973774346,1.2669212033292703,22.0,0.00227812227392187,180.0,0.17760930733685557,0.0
 0.06664003559001366,5.951150162332226,2.9110883114668162,-179.9941895322077,1.4660807829803009,22.0,0.002202953299442906,180.0,0.19537369338221308,0.0
 0.07466552424253471,5.9386756545989465,2.9110867050243767,-179.99262156284848,1.6426415333357638,21.999999999999982,0.002130999943674678,180.0,0.20950412367970203,0.0
 0.08196561383677811,5.926098019997455,2.9110847495660783,-179.99109216397525,1.8032435044091188,22.000000000000036,0.0020620854090065894,180.0,0.22093363988603934,0.0
 0.08871911540333743,5.913418104756917,2.9110824480003865,-179.98960008829218,1.9518205388734238,21.999999999999975,0.001996052303588338,180.0,0.23025815134226565,4.494902523684222e-12
 0.09504221346400646,5.9006367551064915,2.911079803235767,-179.98814414342195,2.090928696208142,21.999999999999975,0.0019327492191044218,180.00000000000003,0.2378895240929383,-4.758229050634117e-12
 0.1010153831302747,5.8877548172753436,2.911076818180685,-179.98672318893273,2.2223384288660433,21.99999999999999,0.0018720235265640716,180.0,0.24412826349222475,0.0
 0.10669704951462439,5.8747731374926335,2.9110734957436057,-179.98533613358458,2.347335089321737,22.00000000000006,0.0018137553414833483,180.0,0.24920242831119963,0.0
 0.11213118945830403,5.861692561987525,2.9110698388329954,-179.9839819327148,2.466886168082689,21.99999999999998,0.0017578061217963477,180.0,0.2532903208265132,0.0
 0.11735186629207857,5.848513936989177,2.9110658503573186,-179.98265958580467,2.5817410584257288,22.000000000000004,0.0017040666302258162,180.0,0.25653460603372996,0.0
 0.12238608607373744,5.835238108726758,2.9110615332250416,-179.98136813421627,2.692493893622224,22.00000000000003,0.0016524222957785184,180.0,0.25905156942330887,5.836570145543035e-12
 0.127255677070105,5.821865923429423,2.91105689034463,-179.98010665902623,2.79962489554231,22.00000000000001,0.0016027668931073264,180.00000000000003,0.26093742212332155,-6.017857794951566e-12
 0.13197857189394865,5.808398227326339,2.911051924624548,-179.97887427902594,2.903528581666871,21.99999999999999,0.0015550097722847054,180.0,0.26227275642262227,0.0
 0.13656970898691828,5.794835866646666,2.911046638973263,-179.97767014884545,3.0045335977122027,22.000000000000036,0.0015090543300720746,180.0,0.26312579289010646,0.0
 0.1410416829802391,5.781179687619567,2.9110410362992387,-179.97649345714268,3.102917025565261,22.000000000000025,0.001464815816962084,180.0,0.2635547727646031,0.0
 0.14540522440762618,5.767430536474206,2.9110351195109416,-179.97534342497335,3.198914936967777,22.000000000000064,0.0014222030023170477,180.0,0.2636098044416602,-6.664978829694622e-12
 0.14966956044779126,5.7535892594397415,2.911028891516837,-179.9742193041837,3.2927303298514086,22.0,0.0013811513514593136,179.99999999999997,0.2633342678518423,6.810644937810194e-12
 0.15384269084732466,5.739656702745338,2.911022355225391,-179.97312037594529,3.3845391986411433,21.99999999999996,0.0013415785807245463,180.0,0.262765931823999,0.0
 0.15793160216682264,5.725633712620158,2.9110155135450677,-179.9720459493523,3.474495247670099,22.000000000000068,0.0013034217982778923,180.0,0.2619378372193701,0.0
 0.16194243638568656,5.711521135293361,2.9110083693843336,-179.97099536011154,3.5627336004851053,21.999999999999986,0.0012666111858375903,180.0,0.26087901662505386,0.0
 0.16588062519829436,5.697319816994113,2.9110009256516536,-179.9699679692868,3.649373754362477,22.00000000000007,0.001231088940424513,180.0,0.25961506983853044,7.343403272994192e-12
 0.16975099815396827,5.683030603951573,2.910993185255494,-179.96896316214162,3.7345219593873034,22.000000000000043,0.0011967978542855493,180.00000000000003,0.25816865328416005,-7.465894861128088e-12
 0.17355787059981323,5.668654342394906,2.9109851511043194,-179.96798034700907,3.8182731531958924,21.999999999999986,0.001163673200182747,180.0,0.25655986590873614,-7.584694239163837e-12
 0.17730511584585723,5.654191878553272,2.9109768261065962,-179.96701895427125,3.9007125486088605,22.000000000000014,0.0011316783374085615,179.99999999999997,0.25480659720528265,0.0
 0.18099622487356243,5.6396440586558345,2.910968213170789,-179.96607843533997,3.981916947218375,22.0,0.0011007491529876313,179.99999999999997,0.25292479323985917,1.5624345332392807e-11
 0.18463435611372125,5.625011728931755,2.910959315205364,-179.96515826174826,4.061955834501869,21.999999999999908,0.0010708499043282486,180.00000000000003,0.2509287104374026,-7.921277065733354e-12
 0.1882223772363952,5.610295735610196,2.910950135118786,-179.96425792423494,4.140892299200695,21.999999999999922,0.0010419331137159744,180.0,0.24883110378331755,0.0
 0.19176290046227637,5.59549692492032,2.9109406758195213,-179.96337693193266,4.218783810170081,22.000000000000124,0.00101395137536422,180.0,0.246643416483902,0.0
 0.19525831257930584,5.580616143091287,2.910930940216035,-179.96251481154613,4.29568287674473,22.00000000000016,0.0009868699289873602,180.0,0.24437591794943941,0.0
